年,月,日,最高气温,最低气温
2011,1,1,3,-4
2011,1,2,0,-6
2011,1,3,0,-5
2011,1,4,0,-5
2011,1,5,0,-6
2011,1,6,-1,-6
2011,1,7,1,-5
2011,1,8,0,-6
2011,1,9,1,-4
2011,1,10,1,-5
2011,1,11,1,-4
2011,1,12,4,-4
2011,1,13,2,-5
2011,1,14,3,-6
2011,1,15,1,-6
2011,1,16,3,-6
2011,1,17,0,-5
2011,1,18,0,-5
2011,1,19,0,-4
2011,1,20,2,-4
2011,1,21,4,-4
2011,1,22,2,-5
2011,1,23,3,-5
2011,1,24,4,-5
2011,1,25,2,-5
2011,1,26,2,-3
2011,1,27,0,-4
2011,1,28,0,-5
2011,1,29,3,-6
2011,1,30,3,-5
2011,1,31,4,-5
2011,2,1,5,-4
2011,2,2,9,-3
2011,2,3,10,-2
2011,2,4,11,0
2011,2,5,14,1
2011,2,6,11,2
2011,2,7,13,2
2011,2,8,9,0
2011,2,9,4,-1
2011,2,10,6,0
2011,2,11,6,0
2011,2,12,4,-2
2011,2,13,7,-3
2011,2,14,10,-2
2011,2,15,6,-2
2011,2,16,6,-2
2011,2,17,7,1
2011,2,18,6,1
2011,2,19,8,3
2011,2,20,11,2
2011,2,21,11,3
2011,2,22,11,4
2011,2,23,17,4
2011,2,24,17,4
2011,2,25,8,3
2011,2,26,5,0
2011,2,27,4,0
2011,2,28,5,0
2011,3,1,8,0
2011,3,2,12,1
2011,3,3,10,1
2011,3,4,12,4
2011,3,5,9,3
2011,3,6,13,2
2011,3,7,16,3
2011,3,8,17,4
2011,3,9,13,3
2011,3,10,15,5
2011,3,11,17,5
2011,3,12,19,9
2011,3,13,20,5
2011,3,14,10,1
2011,3,15,12,1
2011,3,16,15,3
2011,3,17,19,6
2011,3,18,15,7
2011,3,19,9,3
2011,3,20,6,3
2011,3,21,7,1
2011,3,22,12,2
2011,3,23,12,2
2011,3,24,11,3
2011,3,25,15,3
2011,3,26,17,4
2011,3,27,17,5
2011,3,28,19,7
2011,3,29,21,9
2011,3,30,22,11
2011,3,31,22,12
2011,4,1,17,7
2011,4,2,13,4
2011,4,3,13,4
2011,4,4,13,5
2011,4,5,14,8
2011,4,6,13,8
2011,4,7,15,7
2011,4,8,19,10
2011,4,9,24,10
2011,4,10,24,9
2011,4,11,20,11
2011,4,12,24,12
2011,4,13,27,15
2011,4,14,28,15
2011,4,15,27,17
2011,4,16,27,15
2011,4,17,26,15
2011,4,18,28,15
2011,4,19,28,15
2011,4,20,22,12
2011,4,21,25,12
2011,4,22,28,13
2011,4,23,30,14
2011,4,24,30,15
2011,4,25,31,17
2011,4,26,31,18
2011,4,27,29,19
2011,4,28,32,18
2011,4,29,33,15
2011,4,30,28,18
2011,5,1,27,9
2011,5,2,22,10
2011,5,3,26,13
2011,5,4,29,15
2011,5,5,30,18
2011,5,6,31,20
2011,5,7,32,22
2011,5,8,31,15
2011,5,9,21,13
2011,5,10,21,11
2011,5,11,26,14
2011,5,12,25,14
2011,5,13,23,13
2011,5,14,25,15
2011,5,15,29,15
2011,5,16,31,19
2011,5,17,35,22
2011,5,18,36,23
2011,5,19,31,21
2011,5,20,24,13
2011,5,21,17,11
2011,5,22,22,11
2011,5,23,24,13
2011,5,24,22,14
2011,5,25,27,15
2011,5,26,29,17
2011,5,27,31,19
2011,5,28,31,17
2011,5,29,25,17
2011,5,30,25,17
2011,5,31,30,19
2011,6,1,32,18
2011,6,2,30,19
2011,6,3,30,19
2011,6,4,29,19
2011,6,5,30,20
2011,6,6,33,21
2011,6,7,37,22
2011,6,8,37,24
2011,6,9,28,18
2011,6,10,33,20
2011,6,11,35,22
2011,6,12,33,22
2011,6,13,33,24
2011,6,14,34,23
2011,6,15,36,24
2011,6,16,35,20
2011,6,17,26,19
2011,6,18,31,21
2011,6,19,28,24
2011,6,20,27,19
2011,6,21,24,19
2011,6,22,25,20
2011,6,23,35,21
2011,6,24,36,23
2011,6,25,34,21
2011,6,26,25,21
2011,6,27,31,20
2011,6,28,35,22
2011,6,29,35,25
2011,6,30,36,27
2011,7,1,35,28
2011,7,2,36,24
2011,7,3,29,23
2011,7,4,27,22
2011,7,5,26,20
2011,7,6,23,19
2011,7,7,30,20
2011,7,8,36,21
2011,7,9,35,22
2011,7,10,33,23
2011,7,11,29,23
2011,7,12,30,24
2011,7,13,32,25
2011,7,14,36,25
2011,7,15,36,24
2011,7,16,36,25
2011,7,17,36,25
2011,7,18,35,24
2011,7,19,35,25
2011,7,20,34,25
2011,7,21,33,22
2011,7,22,29,22
2011,7,23,29,25
2011,7,24,36,27
2011,7,25,38,27
2011,7,26,36,26
2011,7,27,36,25
2011,7,28,35,22
2011,7,29,29,21
2011,7,30,32,22
2011,7,31,34,22
2011,8,1,23,18
2011,8,2,28,20
2011,8,3,29,21
2011,8,4,24,19
2011,8,5,26,19
2011,8,6,30,21
2011,8,7,33,21
2011,8,8,35,24
2011,8,9,35,24
2011,8,10,34,24
2011,8,11,34,24
2011,8,12,34,25
2011,8,13,34,26
2011,8,14,36,27
2011,8,15,36,27
2011,8,16,33,23
2011,8,17,30,25
2011,8,18,31,24
2011,8,19,27,19
2011,8,20,23,17
2011,8,21,21,17
2011,8,22,26,18
2011,8,23,26,19
2011,8,24,29,21
2011,8,25,28,21
2011,8,26,30,20
2011,8,27,30,21
2011,8,28,30,22
2011,8,29,31,22
2011,8,30,32,23
2011,8,31,32,23
2011,9,1,32,23
2011,9,2,30,23
2011,9,3,30,20
2011,9,4,26,17
2011,9,5,21,16
2011,9,6,18,15
2011,9,7,20,15
2011,9,8,26,17
2011,9,9,26,18
2011,9,10,22,15
2011,9,11,18,16
2011,9,12,21,16
2011,9,13,19,17
2011,9,14,23,18
2011,9,15,24,18
2011,9,16,22,15
2011,9,17,17,13
2011,9,18,16,9
2011,9,19,14,10
2011,9,20,17,12
2011,9,21,22,13
2011,9,22,24,14
2011,9,23,24,14
2011,9,24,25,15
2011,9,25,23,17
2011,9,26,23,15
2011,9,27,19,13
2011,9,28,18,12
2011,9,29,22,14
2011,9,30,24,15
2011,10,1,23,16
2011,10,2,22,14
2011,10,3,17,13
2011,10,4,19,12
2011,10,5,24,13
2011,10,6,25,13
2011,10,7,23,14
2011,10,8,23,16
2011,10,9,21,16
2011,10,10,22,15
2011,10,11,18,13
2011,10,12,18,13
2011,10,13,21,11
2011,10,14,23,9
2011,10,15,22,10
2011,10,16,23,11
2011,10,17,24,11
2011,10,18,22,12
2011,10,19,20,13
2011,10,20,20,13
2011,10,21,21,13
2011,10,22,17,12
2011,10,23,16,10
2011,10,24,17,10
2011,10,25,15,9
2011,10,26,14,10
2011,10,27,15,9
2011,10,28,17,9
2011,10,29,18,9
2011,10,30,18,10
2011,10,31,16,10
2011,11,1,16,11
2011,11,2,15,12
2011,11,3,16,12
2011,11,4,15,11
2011,11,5,15,11
2011,11,6,14,11
2011,11,7,14,8
2011,11,8,15,7
2011,11,9,17,6
2011,11,10,16,7
2011,11,11,16,8
2011,11,12,13,8
2011,11,13,15,7
2011,11,14,14,7
2011,11,15,11,8
2011,11,16,11,9
2011,11,17,11,9
2011,11,18,13,5
2011,11,19,14,5
2011,11,20,14,7
2011,11,21,13,5
2011,11,22,13,3
2011,11,23,13,4
2011,11,24,11,4
2011,11,25,12,4
2011,11,26,11,7
2011,11,27,11,6
2011,11,28,9,6
2011,11,29,9,3
2011,11,30,7,1
2011,12,1,8,1
2011,12,2,8,1
2011,12,3,7,2
2011,12,4,5,3
2011,12,5,5,2
2011,12,6,5,1
2011,12,7,5,1
2011,12,8,8,-1
2011,12,9,6,-3
2011,12,10,5,-2
2011,12,11,7,-2
2011,12,12,6,-3
2011,12,13,7,-2
2011,12,14,6,-1
2011,12,15,6,-3
2011,12,16,5,-2
2011,12,17,4,-2
2011,12,18,5,-2
2011,12,19,5,-1
2011,12,20,5,-2
2011,12,21,4,-2
2011,12,22,4,-3
2011,12,23,5,-3
2011,12,24,7,-2
2011,12,25,8,-2
2011,12,26,6,-1
2011,12,27,6,-2
2011,12,28,6,-1
2011,12,29,5,-2
2011,12,30,5,-2
2011,12,31,6,-2
2012,1,1,6,-2
2012,1,2,4,-4
2012,1,3,3,-4
2012,1,4,3,-3
2012,1,5,3,-3
2012,1,6,3,-4
2012,1,7,3,-2
2012,1,8,3,-3
2012,1,9,5,-3
2012,1,10,4,-4
2012,1,11,4,-3
2012,1,12,5,-2
2012,1,13,4,-2
2012,1,14,4,-1
2012,1,15,6,-2
2012,1,16,5,-1
2012,1,17,4,-1
2012,1,18,3,-2
2012,1,19,1,-1
2012,1,20,3,-1
2012,1,21,1,-4
2012,1,22,1,-6
2012,1,23,0,-7
2012,1,24,-1,-7
2012,1,25,2,-6
2012,1,26,3,-5
2012,1,27,3,-4
2012,1,28,3,-2
2012,1,29,4,-2
2012,1,30,7,-2
2012,1,31,8,-2
2012,2,1,5,-3
2012,2,2,4,-3
2012,2,3,7,-2
2012,2,4,7,-2
2012,2,5,8,-4
2012,2,6,4,-6
2012,2,7,2,-7
2012,2,8,4,-4
2012,2,9,3,-3
2012,2,10,4,-3
2012,2,11,6,-2
2012,2,12,5,-1
2012,2,13,8,0
2012,2,14,7,1
2012,2,15,6,0
2012,2,16,5,-2
2012,2,17,5,-2
2012,2,18,6,-1
2012,2,19,10,0
2012,2,20,10,0
2012,2,21,12,2
2012,2,22,8,3
2012,2,23,8,1
2012,2,24,7,2
2012,2,25,8,1
2012,2,26,7,1
2012,2,27,7,0
2012,2,28,9,1
2012,2,29,7,2
2012,3,1,7,1
2012,3,2,5,2
2012,3,3,7,1
2012,3,4,10,1
2012,3,5,8,2
2012,3,6,9,2
2012,3,7,9,3
2012,3,8,8,2
2012,3,9,10,2
2012,3,10,12,2
2012,3,11,11,4
2012,3,12,15,3
2012,3,13,14,3
2012,3,14,14,5
2012,3,15,12,5
2012,3,16,16,7
2012,3,17,20,7
2012,3,18,18,7
2012,3,19,15,3
2012,3,20,13,4
2012,3,21,9,2
2012,3,22,12,2
2012,3,23,13,4
2012,3,24,19,4
2012,3,25,21,6
2012,3,26,23,7
2012,3,27,23,10
2012,3,28,17,7
2012,3,29,15,6
2012,3,30,16,5
2012,3,31,22,8
2012,4,1,25,9
2012,4,2,18,7
2012,4,3,21,10
2012,4,4,24,11
2012,4,5,24,10
2012,4,6,22,11
2012,4,7,23,12
2012,4,8,24,14
2012,4,9,22,14
2012,4,10,26,14
2012,4,11,24,13
2012,4,12,18,4
2012,4,13,21,10
2012,4,14,24,11
2012,4,15,25,12
2012,4,16,25,13
2012,4,17,22,14
2012,4,18,25,13
2012,4,19,25,14
2012,4,20,23,13
2012,4,21,28,15
2012,4,22,30,16
2012,4,23,27,12
2012,4,24,22,11
2012,4,25,23,11
2012,4,26,27,13
2012,4,27,29,16
2012,4,28,30,17
2012,4,29,28,17
2012,4,30,27,16
2012,5,1,21,15
2012,5,2,24,16
2012,5,3,21,16
2012,5,4,25,17
2012,5,5,30,19
2012,5,6,29,19
2012,5,7,27,18
2012,5,8,29,19
2012,5,9,30,20
2012,5,10,30,20
2012,5,11,24,16
2012,5,12,24,14
2012,5,13,24,14
2012,5,14,28,16
2012,5,15,31,17
2012,5,16,31,18
2012,5,17,31,17
2012,5,18,29,18
2012,5,19,33,20
2012,5,20,32,22
2012,5,21,28,15
2012,5,22,23,14
2012,5,23,25,15
2012,5,24,25,16
2012,5,25,29,16
2012,5,26,31,17
2012,5,27,32,18
2012,5,28,25,16
2012,5,29,27,15
2012,5,30,31,19
2012,5,31,28,19
2012,6,1,30,19
2012,6,2,32,20
2012,6,3,31,21
2012,6,4,32,22
2012,6,5,29,21
2012,6,6,31,21
2012,6,7,33,21
2012,6,8,34,23
2012,6,9,35,23
2012,6,10,36,22
2012,6,11,34,21
2012,6,12,36,22
2012,6,13,37,23
2012,6,14,34,20
2012,6,15,32,20
2012,6,16,34,21
2012,6,17,34,23
2012,6,18,34,22
2012,6,19,36,23
2012,6,20,34,23
2012,6,21,36,25
2012,6,22,37,25
2012,6,23,37,25
2012,6,24,35,24
2012,6,25,30,22
2012,6,26,27,22
2012,6,27,27,23
2012,6,28,30,22
2012,6,29,26,21
2012,6,30,30,21
2012,7,1,32,22
2012,7,2,27,21
2012,7,3,31,23
2012,7,4,31,23
2012,7,5,32,23
2012,7,6,34,24
2012,7,7,31,23
2012,7,8,27,23
2012,7,9,27,22
2012,7,10,31,23
2012,7,11,37,25
2012,7,12,35,24
2012,7,13,36,25
2012,7,14,35,23
2012,7,15,34,23
2012,7,16,30,23
2012,7,17,32,23
2012,7,18,31,25
2012,7,19,33,24
2012,7,20,32,25
2012,7,21,29,22
2012,7,22,32,22
2012,7,23,32,23
2012,7,24,31,23
2012,7,25,34,24
2012,7,26,33,25
2012,7,27,36,26
2012,7,28,37,27
2012,7,29,37,27
2012,7,30,36,25
2012,7,31,34,23
2012,8,1,30,23
2012,8,2,32,24
2012,8,3,33,24
2012,8,4,33,24
2012,8,5,30,24
2012,8,6,32,24
2012,8,7,33,24
2012,8,8,35,25
2012,8,9,34,25
2012,8,10,34,25
2012,8,11,35,25
2012,8,12,34,26
2012,8,13,30,24
2012,8,14,29,21
2012,8,15,32,21
2012,8,16,31,23
2012,8,17,31,22
2012,8,18,26,22
2012,8,19,26,20
2012,8,20,27,20
2012,8,21,28,20
2012,8,22,30,20
2012,8,23,31,20
2012,8,24,30,20
2012,8,25,30,21
2012,8,26,30,21
2012,8,27,31,22
2012,8,28,33,21
2012,8,29,33,22
2012,8,30,33,22
2012,8,31,25,18
2012,9,1,19,16
2012,9,2,25,18
2012,9,3,31,17
2012,9,4,32,18
2012,9,5,30,21
2012,9,6,28,20
2012,9,7,27,19
2012,9,8,22,18
2012,9,9,26,19
2012,9,10,22,17
2012,9,11,24,15
2012,9,12,24,14
2012,9,13,24,14
2012,9,14,27,13
2012,9,15,26,17
2012,9,16,23,15
2012,9,17,25,15
2012,9,18,27,16
2012,9,19,29,17
2012,9,20,26,16
2012,9,21,26,15
2012,9,22,28,16
2012,9,23,26,17
2012,9,24,26,17
2012,9,25,22,16
2012,9,26,22,16
2012,9,27,25,13
2012,9,28,24,11
2012,9,29,24,12
2012,9,30,25,13
2012,10,1,25,14
2012,10,2,25,15
2012,10,3,23,14
2012,10,4,23,15
2012,10,5,23,14
2012,10,6,23,15
2012,10,7,20,14
2012,10,8,19,14
2012,10,9,23,12
2012,10,10,24,13
2012,10,11,23,14
2012,10,12,21,13
2012,10,13,24,14
2012,10,14,23,14
2012,10,15,19,12
2012,10,16,19,8
2012,10,17,19,9
2012,10,18,20,10
2012,10,19,21,12
2012,10,20,21,11
2012,10,21,17,9
2012,10,22,19,8
2012,10,23,18,7
2012,10,24,17,8
2012,10,25,18,9
2012,10,26,18,9
2012,10,27,19,10
2012,10,28,17,10
2012,10,29,18,8
2012,10,30,18,7
2012,10,31,18,6
2012,11,1,19,6
2012,11,2,15,6
2012,11,3,13,2
2012,11,4,13,2
2012,11,5,14,2
2012,11,6,15,4
2012,11,7,13,3
2012,11,8,13,5
2012,11,9,12,6
2012,11,10,11,1
2012,11,11,13,1
2012,11,12,14,2
2012,11,13,14,3
2012,11,14,13,4
2012,11,15,10,2
2012,11,16,13,2
2012,11,17,16,3
2012,11,18,13,4
2012,11,19,13,5
2012,11,20,11,6
2012,11,21,12,6
2012,11,22,11,2
2012,11,23,11,2
2012,11,24,11,3
2012,11,25,9,0
2012,11,26,10,0
2012,11,27,11,-1
2012,11,28,9,-1
2012,11,29,9,-1
2012,11,30,6,0
2012,12,1,5,-2
2012,12,2,10,-2
2012,12,3,8,0
2012,12,4,11,-1
2012,12,5,9,0
2012,12,6,12,0
2012,12,7,11,-1
2012,12,8,9,-2
2012,12,9,7,-1
2012,12,10,10,-2
2012,12,11,7,-1
2012,12,12,4,-1
2012,12,13,4,-1
2012,12,14,6,0
2012,12,15,5,0
2012,12,16,4,-1
2012,12,17,5,0
2012,12,18,6,-2
2012,12,19,4,-1
2012,12,20,3,-2
2012,12,21,4,-3
2012,12,22,4,-5
2012,12,23,2,-7
2012,12,24,2,-5
2012,12,25,1,-5
2012,12,26,3,-4
2012,12,27,2,-5
2012,12,28,1,-4
2012,12,29,2,-7
2012,12,30,3,-6
2012,12,31,7,-6
2013,1,1,5,-5
2013,1,2,2,-5
2013,1,3,0,-7
2013,1,4,2,-6
2013,1,5,2,-6
2013,1,6,2,-6
2013,1,7,4,-4
2013,1,8,4,-5
2013,1,9,4,-5
2013,1,10,5,-5
2013,1,11,7,-4
2013,1,12,8,-2
2013,1,13,7,-4
2013,1,14,7,-4
2013,1,15,7,-2
2013,1,16,10,-3
2013,1,17,8,-3
2013,1,18,6,-2
2013,1,19,5,-1
2013,1,20,3,-2
2013,1,21,6,-3
2013,1,22,10,-2
2013,1,23,10,-2
2013,1,24,10,-1
2013,1,25,12,-2
2013,1,26,13,-1
2013,1,27,14,-1
2013,1,28,13,0
2013,1,29,11,2
2013,1,30,11,2
2013,1,31,11,1
2013,2,1,10,1
2013,2,2,8,2
2013,2,3,9,1
2013,2,4,9,1
2013,2,5,10,0
2013,2,6,8,0
2013,2,7,4,-1
2013,2,8,4,-2
2013,2,9,8,-1
2013,2,10,8,0
2013,2,11,5,-2
2013,2,12,7,-2
2013,2,13,10,0
2013,2,14,9,-2
2013,2,15,10,1
2013,2,16,10,2
2013,2,17,8,1
2013,2,18,4,-1
2013,2,19,7,0
2013,2,20,8,0
2013,2,21,10,1
2013,2,22,13,1
2013,2,23,15,4
2013,2,24,15,5
2013,2,25,13,5
2013,2,26,13,5
2013,2,27,15,6
2013,2,28,14,2
2013,3,1,8,2
2013,3,2,12,1
2013,3,3,16,3
2013,3,4,20,4
2013,3,5,21,6
2013,3,6,21,4
2013,3,7,25,9
2013,3,8,27,14
2013,3,9,22,9
2013,3,10,19,8
2013,3,11,17,6
2013,3,12,16,7
2013,3,13,19,7
2013,3,14,16,7
2013,3,15,18,7
2013,3,16,13,9
2013,3,17,21,8
2013,3,18,26,10
2013,3,19,27,10
2013,3,20,24,10
2013,3,21,22,8
2013,3,22,21,10
2013,3,23,25,9
2013,3,24,20,10
2013,3,25,17,7
2013,3,26,20,6
2013,3,27,26,8
2013,3,28,24,11
2013,3,29,23,10
2013,3,30,24,11
2013,3,31,24,11
2013,4,1,21,9
2013,4,2,19,10
2013,4,3,22,10
2013,4,4,18,9
2013,4,5,15,5
2013,4,6,18,4
2013,4,7,24,8
2013,4,8,22,6
2013,4,9,19,5
2013,4,10,20,8
2013,4,11,23,9
2013,4,12,27,11
2013,4,13,29,14
2013,4,14,31,16
2013,4,15,32,17
2013,4,16,33,19
2013,4,17,33,18
2013,4,18,24,12
2013,4,19,14,6
2013,4,20,19,8
2013,4,21,18,9
2013,4,22,15,9
2013,4,23,26,11
2013,4,24,27,14
2013,4,25,29,13
2013,4,26,31,14
2013,4,27,31,18
2013,4,28,32,15
2013,4,29,24,13
2013,4,30,24,14
2013,5,1,26,15
2013,5,2,27,17
2013,5,3,32,18
2013,5,4,28,18
2013,5,5,23,17
2013,5,6,21,17
2013,5,7,24,17
2013,5,8,22,15
2013,5,9,25,13
2013,5,10,28,14
2013,5,11,33,16
2013,5,12,35,19
2013,5,13,35,20
2013,5,14,34,23
2013,5,15,28,20
2013,5,16,26,16
2013,5,17,22,16
2013,5,18,29,16
2013,5,19,32,17
2013,5,20,33,19
2013,5,21,36,21
2013,5,22,34,22
2013,5,23,33,20
2013,5,24,28,18
2013,5,25,24,17
2013,5,26,28,18
2013,5,27,30,18
2013,5,28,25,16
2013,5,29,24,14
2013,5,30,20,15
2013,5,31,27,16
2013,6,1,32,18
2013,6,2,35,19
2013,6,3,35,20
2013,6,4,34,20
2013,6,5,35,24
2013,6,6,34,20
2013,6,7,36,21
2013,6,8,30,20
2013,6,9,29,16
2013,6,10,31,16
2013,6,11,32,17
2013,6,12,33,17
2013,6,13,34,22
2013,6,14,34,23
2013,6,15,34,24
2013,6,16,36,25
2013,6,17,37,26
2013,6,18,37,28
2013,6,19,35,26
2013,6,20,30,23
2013,6,21,27,22
2013,6,22,26,22
2013,6,23,31,22
2013,6,24,29,21
2013,6,25,34,23
2013,6,26,36,24
2013,6,27,37,24
2013,6,28,37,25
2013,6,29,38,27
2013,6,30,37,28
2013,7,1,35,26
2013,7,2,33,25
2013,7,3,34,24
2013,7,4,32,23
2013,7,5,36,24
2013,7,6,36,25
2013,7,7,37,27
2013,7,8,34,25
2013,7,9,28,23
2013,7,10,30,24
2013,7,11,33,25
2013,7,12,34,26
2013,7,13,33,25
2013,7,14,32,25
2013,7,15,30,24
2013,7,16,33,23
2013,7,17,27,23
2013,7,18,24,22
2013,7,19,31,24
2013,7,20,32,24
2013,7,21,32,24
2013,7,22,26,22
2013,7,23,32,23
2013,7,24,32,24
2013,7,25,35,26
2013,7,26,36,26
2013,7,27,33,25
2013,7,28,32,23
2013,7,29,30,22
2013,7,30,34,25
2013,7,31,33,25
2013,8,1,30,24
2013,8,2,35,25
2013,8,3,36,26
2013,8,4,37,26
2013,8,5,36,24
2013,8,6,31,22
2013,8,7,28,22
2013,8,8,32,23
2013,8,9,35,25
2013,8,10,33,25
2013,8,11,33,25
2013,8,12,34,24
2013,8,13,35,25
2013,8,14,36,26
2013,8,15,37,27
2013,8,16,37,27
2013,8,17,38,26
2013,8,18,35,25
2013,8,19,36,24
2013,8,20,33,23
2013,8,21,33,24
2013,8,22,34,25
2013,8,23,32,24
2013,8,24,31,23
2013,8,25,32,23
2013,8,26,35,25
2013,8,27,31,24
2013,8,28,25,20
2013,8,29,31,19
2013,8,30,31,19
2013,8,31,29,20
2013,9,1,29,20
2013,9,2,31,19
2013,9,3,28,19
2013,9,4,25,18
2013,9,5,26,19
2013,9,6,28,19
2013,9,7,26,18
2013,9,8,21,17
2013,9,9,27,17
2013,9,10,30,19
2013,9,11,29,20
2013,9,12,32,19
2013,9,13,35,19
2013,9,14,34,20
2013,9,15,33,21
2013,9,16,32,22
2013,9,17,33,23
2013,9,18,29,21
2013,9,19,24,18
2013,9,20,25,20
2013,9,21,25,18
2013,9,22,25,19
2013,9,23,20,13
2013,9,24,23,12
2013,9,25,22,14
2013,9,26,21,14
2013,9,27,25,13
2013,9,28,31,16
2013,9,29,31,16
2013,9,30,27,18
2013,10,1,27,15
2013,10,2,28,15
2013,10,3,27,15
2013,10,4,28,15
2013,10,5,27,16
2013,10,6,27,17
2013,10,7,28,16
2013,10,8,28,15
2013,10,9,30,17
2013,10,10,30,16
2013,10,11,31,17
